"","...1","fid","mean_elev","elev_band","geometry","aspect","canopy_height","slope","road_lenght"
"99",99,137,312.662325026678,"0-1000m","list(c(93.4213509522225",93.4215192661352,93.4719289065331,"93.4717404582698, 93.4213509522225, 26.9900579189567, 27.0351995891783, 27.03503966318, 26.9898983026829, 26.9900579189567)),187.943986054218,24.7440845048829,19.8497594339461",6493.91578513427
"100",100,138,467.63558894079,"0-1000m","list(c(93.4717404582698",93.4719289065331,93.5223381047386,"93.5221295228844, 93.4717404582698, 26.9898983026829, 27.03503966318, 27.0348616859775, 26.989720670163, 26.9898983026829)),183.582683602475,28.3775891921934,22.8383809031564",2876.47955081183
"101",101,139,473.177013370159,"0-1000m","list(c(93.5221295228844",93.5223381047386,93.5727468135111,"93.5725180989069, 93.5221295228844, 26.989720670163, 27.0348616859775, 27.0346656582017, 26.9895250220267, 26.989720670163)),162.347329304744,28.1168998172149,23.9762185645683",0
"102",102,140,358.439771514657,"0-1000m","list(c(93.5725180989069",93.5727468135111,93.6231549856124,"93.6229061391804, 93.5725180989069, 26.9895250220267, 27.0346656582017, 27.0344515805478, 26.9893113589673, 26.9895250220267)),169.493931405666,25.1494766387214,22.1824181725555",11240.5668658254
"103",103,141,289.055927281909,"0-1000m","list(c(93.6229061391804",93.6231549856124,93.6735625738078,"93.6732935965509, 93.6229061391804, 26.9893113589673, 27.0344515805478, 27.0342194537749, 26.9890796817421, 26.9893113589673)),176.715717336644,23.278389743809,20.1344978550247",1043.31542327944
"104",104,142,199.145796811086,"0-1000m","list(c(93.6732935965509",93.6735625738078,93.7239695308653,"93.723680423868, 93.6732935965509, 26.9890796817421, 27.0342194537749, 27.0339692787059, 26.988829991172, 26.9890796817421)),171.287470182853,15.6734698271222,10.1329062967742",6023.95012092011
"105",105,144,304.379658703072,"0-1000m","list(c(95.1844125811138",95.1852846148864,95.2356507021702,"95.2347586088165, 95.1844125811138, 26.9737591427906, 27.0188691907964, 27.0180782664504, 26.9729697497648, 26.9737591427906)),189.708738631098,21.565189054224,15.7175522595138",15950.0964980158
"106",106,145,404.679524198104,"0-1000m","list(c(95.2347586088165",95.2356507021702,95.2860146972039,"95.2851025478581, 95.2347586088165, 26.9729697497648, 27.0180782664504, 27.0172693509907, 26.9721624004363, 26.9729697497648)),185.401017730493,24.2874447521411,18.1724843476777",18532.5916954655
"107",107,146,432.539137530601,"0-1000m","list(c(95.2851025478581",95.2860146972039,95.3363765530004,"95.3354443513315, 95.2851025478581, 26.9721624004363, 27.0172693509907, 27.0164424472805, 26.9713370976615, 26.9721624004363)),197.035807636612,22.7037828550115,18.1389929561813",6378.10947867898
"108",108,147,363.345600302992,"0-1000m","list(c(95.3354443513315",95.3363765530004,95.3867362225846,"95.385783972342, 95.3354443513315, 26.9713370976615, 27.0164424472805, 27.0155975582462, 26.9704938443595, 26.9713370976615)),178.900958296429,20.8400805195838,15.6559781951431",11164.3838161594
"109",109,148,550.237838177139,"0-1000m","list(c(95.385783972342",95.3867362225846,95.4370936589934,"95.4361213640069, 95.385783972342, 26.9704938443595, 27.0155975582462, 27.0147346868777, 26.969632643513, 26.9704938443595)),198.708253389984,21.4595736091529,18.0705314703838",14770.3715570542
"110",110,149,668.766147762225,"0-1000m","list(c(95.4361213640069",95.4370936589934,95.4874488152765,"95.4864564794557, 95.4361213640069, 26.969632643513, 27.0147346868777, 27.0138538362284, 26.9687534981679, 26.969632643513)),177.100853445495,23.3768792818839,18.8253280281934",16025.4456424443
"111",111,150,875.304349198334,"0-1000m","list(c(95.4864564794557",95.4874488152765,95.5378016444962,"95.5367892718311, 95.4864564794557, 26.9687534981679, 27.0138538362284, 27.0129550094148, 26.9678564114331, 26.9687534981679)),181.720063677296,24.9581864421095,18.7964556370267",36112.3380497337
"112",112,151,1071.96651183228,"1000-2000m","list(c(95.5367892718311",95.5378016444962,95.5881520997278,"95.5871196942885, 95.5367892718311, 26.9678564114331, 27.0129550094148, 27.0120382096169, 26.9669413864807, 26.9678564114331)),198.960003272979,32.6630384415919,24.9781961514526",9404.21940625464
"113",113,152,1653.12591802147,"1000-2000m","list(c(95.5871196942885",95.5881520997278,95.6385001340599,"95.6374476999965, 95.5871196942885, 26.9669413864807, 27.0120382096169, 27.0111034400778, 26.9660084265459, 26.9669413864807)),186.869299934338,34.6082695280866,29.3665342615486",5630.34724334657
"114",114,153,1140.68346799647,"1000-2000m","list(c(95.6374476999965",95.6385001340599,95.6888457005948,"95.6877732421375, 95.6374476999965, 26.9660084265459, 27.0111034400778, 27.010150704104, 26.9650575349272, 26.9660084265459)),158.748907854066,26.4587730406641,28.6803091111123",4798.87291587391
"115",115,154,1166.62786391313,"1000-2000m","list(c(95.6877732421375",95.6888457005948,95.7391887524485,"95.7380962739073, 95.6877732421375, 26.9650575349272, 27.010150704104, 27.0091800050651, 26.9640887149859, 26.9650575349272)),199.811167448733,26.2322585185117,26.5272798942175",20447.1716908126
"116",116,155,1714.4499773093,"1000-2000m","list(c(95.7380962739073",95.7391887524485,95.789529242751,"95.7884167485159, 95.7380962739073, 26.9640887149859, 27.0091800050651, 27.0081913463939, 26.9631019701463, 26.9640887149859)),179.591222091924,31.4429627948905,25.810216682031",0
"117",117,157,2114.97635859065,"2000-2500m","list(c(92.0604644746719",92.0600882899743,92.1105121811757,"92.1108681944839, 92.0604644746719, 27.0326936841511, 27.0778302069888, 27.0781583028113, 27.0330211453191, 27.0326936841511)),131.615026287111,28.0690666763247,20.6687586144186",1128.74918789145
"118",118,158,1258.78805280734,"1000-2000m","list(c(92.1108681944839",92.1105121811757,92.1609369071908,"92.1612727476734, 92.1108681944839, 27.0330211453191, 27.0781583028113, 27.0784683196183, 27.0333305624395, 27.0330211453191)),162.455835290885,20.7987429154866,25.9858860298893",38947.7017184627
"119",119,159,1835.74236134952,"1000-2000m","list(c(92.1612727476734",92.1609369071908,92.2113624207238,"92.2116780870258, 92.1612727476734, 27.0333305624395, 27.0784683196183, 27.0787602563103, 27.0336219344156, 27.0333305624395)),204.325746546475,24.9492373531462,25.1090255936163",1873.80977308659
"120",120,160,2221.48578243676,"2000-2500m","list(c(92.2116780870258",92.2113624207238,92.2617886744741,"92.262084165322, 92.2116780870258, 27.0336219344156, 27.0787602563103, 27.0790341118517, 27.0338952602142, 27.0336219344156)),211.467014181747,33.7811271847066,25.2068617120173",0
"121",121,161,2384.93008957274,"2000-2500m","list(c(92.262084165322",92.2617886744741,92.3122156211371,"92.3124909353387, 92.262084165322, 27.0338952602142, 27.0790341118517, 27.079289885271, 27.0341505388662, 27.0338952602142)),170.125297884652,33.0146513160176,26.1794470225222",0
"122",122,162,1797.40038290126,"1000-2000m","list(c(92.3124909353387",92.3122156211371,92.3626432134044,"92.3628983498489, 92.3124909353387, 27.0341505388662, 27.079289885271, 27.0795275756609, 27.0343877694667, 27.0341505388662)),159.800759831068,35.0424153178403,32.2144417927878",0
"123",123,163,1419.13925907431,"1000-2000m","list(c(92.3628983498489",92.3626432134044,92.4130714039639,"92.4133063616218, 92.3628983498489, 27.0343877694667, 27.0795275756609, 27.0797471821782, 27.0346069511743, 27.0343877694667)),182.342476558646,35.8808256597493,31.0511193346692",10507.3400020258
"124",124,164,1600.28419837084,"1000-2000m","list(c(92.4133063616218",92.4130714039639,92.4635001455001,"92.4637149234233, 92.4133063616218, 27.0346069511743, 27.0797471821782, 27.0799487040438, 27.034808083212, 27.0346069511743)),190.506713701949,37.5834499170693,27.1991583633604",8651.25381709319
"125",125,165,1434.04833343795,"1000-2000m","list(c(92.4637149234233",92.4635001455001,92.5139293906944,"92.5141239880162, 92.4637149234233, 27.034808083212, 27.0799487040438, 27.0801321405427, 27.0349911648666, 27.034808083212)),173.299315316964,35.3148153864471,27.4116397784491",0
"126",126,166,971.031865422427,"0-1000m","list(c(92.5141239880162",92.5139293906944,92.5643590922253,"92.5645335081606, 92.5141239880162, 27.0349911648666, 27.0801321405427, 27.0802974910242, 27.0351561954889, 27.0349911648666)),146.3626288073,30.2476317465372,28.4097059987377",0
"127",127,167,576.749508442308,"0-1000m","list(c(92.5645335081606",92.5643590922253,92.614789202769,"92.6149434366138, 92.5645335081606, 27.0351561954889, 27.0802974910242, 27.0804447549016, 27.0353031744936, 27.0351561954889)),177.330222251262,28.0106540367825,27.7893839148451",6404.28949182682
"128",128,168,523.129789590255,"0-1000m","list(c(92.6149434366138",92.614789202769,92.6652196749991,"92.665353726131, 92.6149434366138, 27.0353031744936, 27.0804447549016, 27.0805739316526, 27.0354321013596, 27.0353031744936)),164.4330356262,25.1306132448967,21.5077953723178",0
"129",129,169,302.939675682444,"0-1000m","list(c(92.665353726131",92.6652196749991,92.7156504615872,"92.7157643294654, 92.665353726131, 27.0354321013596, 27.0805739316526, 27.0806850208187, 27.0355429756297, 27.0354321013596)),178.873254818014,27.4353354019815,14.2420459502138",0
"130",130,170,282.335975781031,"0-1000m","list(c(92.7157643294654",92.7156504615872,92.7660815152033,"92.7661751993683, 92.7157643294654, 27.0355429756297, 27.0806850208187, 27.0807780220058, 27.0356357969107, 27.0355429756297)),162.927818487177,29.1296378233393,14.0332408710911",0
"131",131,171,232.020369091708,"0-1000m","list(c(92.7661751993683",92.7660815152033,92.8165127885159,"92.8165862885894, 92.7661751993683, 27.0356357969107, 27.0807780220058, 27.0808529348839, 27.0357105648735, 27.0356357969107)),182.006056437322,25.3433716540628,10.8909500942492",0
"132",132,172,411.667956680503,"0-1000m","list(c(92.8165862885894",92.8165127885159,92.8669442341919,"92.8669975498776, 92.8165862885894, 27.0357105648735, 27.0808529348839, 27.0809097591874, 27.0357672792529, 27.0357105648735)),204.640033341033,29.7893037816331,15.9709307141515",0
"133",133,173,675.240566773821,"0-1000m","list(c(92.8669975498776",92.8669442341919,92.9173758048978,"92.9174089359803, 92.8669975498776, 27.0357672792529, 27.0809097591874, 27.0809484947144, 27.0358059398478, 27.0357672792529)),194.870050977342,30.0033229850123,23.1205725948955",0
"134",134,174,744.188186554516,"0-1000m","list(c(92.9174089359803",92.9173758048978,92.967807453299,"92.9678203996446, 92.9174089359803, 27.0358059398478, 27.0809484947144, 27.0809691413277, 27.0358265465211, 27.0358059398478)),180.580767048267,29.1851075100602,25.4053835227311",0
"135",135,175,702.824849411691,"0-1000m","list(c(92.9678203996446",92.967807453299,93.0182391320604,"93.018231893617, 92.9678203996446, 27.0358265465211, 27.0809691413277, 27.0809716989539, 27.0358290991997, 27.0358265465211)),168.739155447427,30.9487853786221,25.5562040779179",0
"136",136,176,752.09441028682,"0-1000m","list(c(93.018231893617",93.0182391320604,93.0686707938471,"93.0686433706438, 93.018231893617, 27.0358290991997, 27.0809716989539, 27.080956167584, 27.0358135978745, 27.0358290991997)),190.144999819709,26.9720979485444,27.4469743725753",0
"137",137,177,1042.04202498274,"1000-2000m","list(c(93.0686433706438",93.0686707938471,93.1191023913239,"93.1190547834715, 93.0686433706438, 27.0358135978745, 27.080956167584, 27.080922547273, 27.0357800426006, 27.0358135978745)),178.923967555592,30.3114032749361,25.7193137579199",0
"138",138,178,862.355201148528,"0-1000m","list(c(93.1190547834715",93.1191023913239,93.1695338771564,"93.1694660848468, 93.1190547834715, 27.0357800426006, 27.080922547273, 27.0808708381404, 27.0357284334969, 27.0357800426006)),165.035158224472,32.9871467076427,27.590272645611",0
"139",139,179,1071.58066227646,"1000-2000m","list(c(93.1694660848468",93.1695338771564,93.2199652040103,"93.2198772275172, 93.1694660848468, 27.0357284334969, 27.0808708381404, 27.0808010403694, 27.0356587707465, 27.0357284334969)),195.230497653603,33.0726383173863,29.7462044541956",0
"140",140,180,722.883026803088,"0-1000m","list(c(93.2198772275172",93.2199652040103,93.2703963245526,"93.2702881642311, 93.2198772275172, 27.0356587707465, 27.0808010403694, 27.0807131542079, 27.0355710545963, 27.0356587707465)),154.182328884289,29.1367587918984,25.7324783969855",0
"141",141,181,838.348740676009,"0-1000m","list(c(93.2702881642311",93.2703963245526,93.3208271914513,"93.3206988477378, 93.2702881642311, 27.0355710545963, 27.0807131542079, 27.0806071799675, 27.0354652853576, 27.0355710545963)),198.056041958633,30.3252777978947,25.7535934803894",0
"142",142,182,571.639005712134,"0-1000m","list(c(93.3206988477378",93.3208271914513,93.3712577573758,"93.3711092307883, 93.3206988477378, 27.0354652853576, 27.0806071799675, 27.0804831180244, 27.0353414634052, 27.0354652853576)),158.709112146383,25.1915969566664,23.523053214197",5544.2668890523
"143",143,183,586.836209856122,"0-1000m","list(c(93.3711092307883",93.3712577573758,93.4216879749974,"93.4215192661352, 93.3711092307883, 27.0353414634052, 27.0804831180244, 27.0803409688186, 27.0351995891783, 27.0353414634052)),194.742533945201,24.8230492506735,23.7639885975268",5334.82551447764
"144",144,184,521.998408289379,"0-1000m","list(c(93.4215192661352",93.4216879749974,93.4721177969891,"93.4719289065331, 93.4215192661352, 27.0351995891783, 27.0803409688186, 27.0801807328545, 27.03503966318, 27.0351995891783)),167.444846651864,24.9434534035368,21.6204083764039",8070.86175197046
"145",145,185,337.610570585651,"0-1000m","list(c(93.4719289065331",93.4721177969891,93.5225471760263,"93.5223381047386, 93.4719289065331, 27.03503966318, 27.0801807328545, 27.0800024107006, 27.0348616859775, 27.03503966318)),183.074542187605,21.6316122581888,15.4291867583337",20666.992404523
"146",146,186,381.208233201211,"0-1000m","list(c(93.5223381047386",93.5225471760263,93.5729760647868,"93.5727468135111, 93.5223381047386, 27.0348616859775, 27.0800024107006, 27.0798060029895, 27.0346656582017, 27.0348616859775)),187.669630688772,23.3699595106981,14.538036426056",17336.0604070754
"147",147,187,277.253206828751,"0-1000m","list(c(93.5727468135111",93.5729760647868,93.6234044159511,"93.6231549856124, 93.5727468135111, 27.0346656582017, 27.0798060029895, 27.0795915104181, 27.0344515805478, 27.0346656582017)),170.686027120904,23.3679405657929,12.6318057307103",67889.8070916461
"148",148,188,266.843136024104,"0-1000m","list(c(93.6231549856124",93.6234044159511,93.673832182203,"93.6735625738078, 93.6231549856124, 27.0344515805478, 27.0795915104181, 27.0793589337472, 27.0342194537749, 27.0344515805478)),180.827607314929,22.2044807865895,14.9693080132802",23532.0644345845
"149",149,189,330.83805124684,"0-1000m","list(c(93.6735625738078",93.673832182203,93.7242593162292,"93.7239695308653, 93.6735625738078, 27.0342194537749, 27.0793589337472, 27.0791082738019, 27.0339692787059, 27.0342194537749)),182.772341559778,24.6783420346813,21.8281381252953",0
"150",150,190,224.839734965694,"0-1000m","list(c(93.7239695308653",93.7242593162292,93.7746857707203,"93.7743758095569, 93.7239695308653, 27.0339692787059, 27.0791082738019, 27.0788395314715, 27.0337010562281, 27.0339692787059)),168.763457228615,21.6966889484703,14.210405336958",15536.6181254665
"151",151,194,288.811651990918,"0-1000m","list(c(95.2356507021702",95.2365448877757,95.2869289857888,"95.2860146972039, 95.2356507021702, 27.0180782664504, 27.0631864667469, 27.0623759839383, 27.0172693509907, 27.0180782664504)),196.238871983323,25.0783376747258,14.1550978371012",13085.8432316662
"152",152,195,355.134421522424,"0-1000m","list(c(95.2860146972039",95.2869289857888,95.3373109408837,"95.3363765530004, 95.2860146972039, 27.0172693509907, 27.0623759839383, 27.061547478048, 27.0164424472805, 27.0172693509907)),187.112145487847,27.1877931259949,15.5928425395338",2198.28366627821
"153",153,196,341.679492812755,"0-1000m","list(c(95.3363765530004",95.3373109408837,95.3876907060045,"95.3867362225846, 95.3363765530004, 27.0164424472805, 27.061547478048, 27.0607009520098, 27.0155975582462, 27.0164424472805)),186.669577047327,26.5913100873025,17.2651074680008",2683.74111623043
"154",154,197,390.651977154271,"0-1000m","list(c(95.3867362225846",95.3876907060045,95.4380682341078,"95.4370936589934, 95.3867362225846, 27.0155975582462, 27.0607009520098, 27.0598364088209, 27.0147346868777, 27.0155975582462)),184.107330971568,24.4186628607055,15.6946078214788",8666.99326079422
"155",155,198,486.454261727162,"0-1000m","list(c(95.4370936589934",95.4380682341078,95.4884434781629,"95.4874488152765, 95.4370936589934, 27.0147346868777, 27.0598364088209, 27.0589538515421, 27.0138538362284, 27.0147346868777)),185.858442673822,20.5939322756566,15.9486779506241",10496.8929108491
